Number_of_Customers_Per_Day,Average_Order_Value,Marketing_Spend_Per_Day
-0.5947132787262215,1.063727130253319,1.1628633889044497
-1.3177923176948854,1.6723442333888972,-0.034668708850017445
0.53605926093754,-0.020801091123613585,0.21504263238606602
-1.3716386291074454,-0.945166916938552,0.603841714772222
-1.6870241673810116,0.7159459284615597,-0.46676139838546343
1.551446847574387,-1.1510899969468302,0.4694628562179324
0.9052911106236662,0.6656091755706475,1.1783956732875558
0.25144304347115104,1.210161320481428,1.1197806272445232
-0.348558712268804,-1.0412643542757487,0.5938616949423532
1.6206778193905358,0.32698011066814525,-1.3801440583078215
1.0591377146595522,1.6448878227211265,-0.716332175961971
1.0745223750631407,-1.0412643542757487,1.7045254510790895
1.1360610166774952,-0.6934831524839897,0.40782569149402453
1.4052925737402955,-0.5882335782575362,-0.8996974698783632
1.5052928663636214,-0.16723528135172275,-1.1206635427312328
1.005291403246992,1.0362707195855483,0.6996358487730049
-0.17163511762753522,0.720521996906188,-0.33744283157589594
0.3052893548837111,0.7983151604648714,1.4662700480984188
-0.17163511762753522,-1.4622626511815622,-0.8696168467291812
-0.12548113641676945,1.0271185826962916,-0.5543325583010728
-0.7331752223585188,1.539638248494673,1.2985073203949202
1.3360616019241467,1.571670727607072,0.8531313650295782
0.1437504206460309,-0.6477224680377054,-0.906725652857144
0.26682770387473964,0.4688382324516257,0.5549958430696953
-0.9562527982105534,1.3154108947078809,1.3661887224805795
-0.6100979391298101,-1.3524370085104804,0.9884238873711094
0.6129825629554829,0.9081408031359532,-0.3125630638310118
-0.5947132787262215,-0.28163699246743296,-0.2947114790649085
-0.8716371659908162,0.39562113733757115,-1.4594922441382572
-0.0331731739952379,0.8989886662466958,-1.0441969119220973
-1.0331761002284965,-0.7392438369302736,0.844767827284829
0.12067343004064802,0.4230775480053418,-0.059126785616174696
1.343753932125941,-1.2197310236162566,0.8761135233701919
0.5283669307357457,0.7937390920202426,-0.34643890578873543
1.0975993656685237,-0.8307652058228419,0.0532538602145308
0.820675478403929,-0.4372233195847987,-1.4313795122231336
-1.6331778559684516,-0.40519084047240017,0.03055282919306896
-1.4639465915289769,-1.5537840200741302,-0.34932046081003554
-0.09471181560959227,-0.03452929645749892,-0.5760496437055056
-0.7177905619549303,-0.21299596579800706,-0.00810217719022586
-0.2716354102508611,1.2650741418169686,0.5563311978356636
1.6745241308030958,1.6586160280550115,-0.4169315810659072
-0.7331752223585188,0.40934934267145645,0.4991217883883873
-1.387023289511034,-0.5699293044790226,0.06365557102312658
-0.4870206559011014,-0.9634711907170658,0.7888234907737337
0.036057797820910766,-0.6385703311484489,0.2618503310247462
0.1899044018567967,0.8761083240235542,-0.6107688676206829
-0.3024047310580383,-1.508023335627846,-1.4154255368613011
-0.5485592975154557,0.9813578982500079,0.29600730030162115
-0.2870200706544497,-0.1489310075732091,0.02619535574622461
-0.5408669673136615,-1.5903925676311577,-0.9608426617937563
-1.5101005727397427,-0.775852384487301,-1.532936756266517
-0.6177902693316044,-1.4348062405137916,-0.3712483917038318
0.3899049871034484,-0.6614506733715908,1.177833418649253
-0.7562522129639018,-1.5812404307419008,-1.653891785331335
0.6206748931572773,0.47799036934088274,1.5171540928647922
-1.256253676080531,-0.2724848555781763,-0.8574580901758904
-1.125484062650028,0.8303476395772703,1.070442782733482
0.8129831482021347,-1.4439583774030484,-0.15239077374459653
-0.12548113641676945,0.28121942622186097,-1.62936342673539
-1.0331761002284965,-1.4805669249600757,-0.5369026645136962
0.45144362871780275,0.9813578982500079,0.4418420971113236
0.6437518837626601,1.269650210261597,-1.2582753654557617
-0.9793297888159364,-1.3432848716212236,1.0606736083929766
-1.5024082425379484,-0.3457019506922305,-1.0760345808159744
1.1283686864757008,-0.8261891373782136,-1.0272589909432355
1.082214705264935,1.1323681569227453,-0.03473899067980519
1.082214705264935,1.017966445807035,1.6237716286528976
0.8360601388075175,0.6656091755706475,-0.46303646140670957
0.7206751857806031,-0.3502780191368592,0.2979751915356796
1.236061309300821,-0.6248421258145634,-0.7885818969838381
0.7899061575967518,0.9035647346913249,1.5559496629076623
0.8899064502200776,-0.03452929645749892,-0.8499379343885949
-1.0793300814392621,1.0774553355872039,1.4503160727365865
-0.4485590048921299,-1.4348062405137916,-0.6993239731533214
